Ils sont trop occupés à se battre entre eux pour s'occuper d'idéaux communs.	They are too busy fighting against each other to care for common ideals.
La plupart des gens pensent que je suis fou.	Most people think I'm crazy.
Non je ne le suis pas, c'est toi qui l'es !	No I'm not; you are!
C'est ma réplique !	That's MY line!
Il me donne des coups de pied !	He's kicking me!
Est-ce que tu es sûr ?	Are you sure?
Alors il y a un problème...	Then there is a problem...
Oh, il y a un papillon !	Oh, there's a butterfly!
Dépêche-toi !	Hurry up.
Ça ne me surprend pas.	It doesn't surprise me.
Si je pouvais être comme ça...	If I could be like that...
Pour une raison que j'ignore, je me sens plus vivant la nuit.	For some reason I feel more alive at night.
Ça dépend du contexte.	It depends on the context.
Est-ce que tu te fous de moi ? !	Are you freaking kidding me?!
C'est la chose la plus stupide que j'ai jamais dite.	That's the stupidest thing I've ever said.
Je ne veux pas être lamentable, je veux être cool ! !	I don't want to be lame; I want to be cool!!
Quand je serai grand, je veux être roi.	When I grow up, I want to be a king.
L'Amérique est un endroit charmant pour vivre, si c'est pour gagner de l'argent.	America is a lovely place to be, if you are here to earn money.
Je suis si gros.	I'm so fat.
Et alors ?	So what?
Je vais le descendre.	I'm gonna shoot him.
Je ne suis pas un vrai poisson, je ne suis qu'une simple peluche.	I'm not a real fish, I'm just a mere plushy.
Je ne fais que parler !	I'm just saying!
C'était probablement ce qui a influencé leur décision.	That was probably what influenced their decision.
Je me suis toujours demandé ce que ça ferait d'avoir des frères et sœurs.	I've always wondered what it'd be like to have siblings.
C'est ce que j'aurais dit.	This is what I would have said.
Ça me prendrait l'éternité pour tout expliquer.	It would take forever for me to explain everything.
C'est parce que tu es une fille.	That's because you're a girl.
Parfois je ne peux pas m'empêcher de montrer des émotions.	Sometimes I can't help showing emotions.
C'est un mot pour lequel j'aimerais trouver un substitut.	It's a word I'd like to find a substitute for.
Ce serait quelque chose qu'il faudrait que je programme.	It would be something I'd have to program.
Il n'est pas dans mon intention d'être égoïste.	I don't intend to be selfish.
Réfléchissons au pire qui pourrait arriver.	Let's consider the worst that could happen.
Combien d'amis proches est-ce que tu as ?	How many close friends do you have?
Il se peut que je sois antisocial, mais ça ne veut pas dire pas que je ne parle pas aux gens.	I may be antisocial, but it doesn't mean I don't talk to people.
C'est toujours tel que ça a été.	This is always the way it has been.
Je pense que c'est mieux de ne pas être impoli.	I think it is best not to be impolite.
On peut toujours trouver du temps.	One can always find time.
Je serais malheureux, mais je ne me suiciderais pas.	I'd be unhappy, but I wouldn't kill myself.
À l'époque du lycée je me levais à 6h tous les matins.	Back in high school, I got up at 6 a.m. every morning.
Quand je me suis réveillé j'étais triste.	When I woke up, I was sad.
Je pensais que tu aimais apprendre de nouvelles choses.	I thought you liked to learn new things.
La plupart des gens écrivent à propos de leur vie quotidienne.	Most people write about their daily life.
Si je pouvais t'envoyer un marshmallow, Trang, je le ferais.	If I could send you a marshmallow, Trang, I would.
Pour faire cela, il te faut prendre des risques.	In order to do that, you have to take risks.
Chaque personne qui est seule est seule parce qu'elle a peur des autres.	Every person who is alone is alone because they are afraid of others.
Pourquoi demandes-tu ?	Why do you ask?
Je ne peux pas lui dire maintenant. Ce n’est pas si simple.	I can't tell her now. It's not that simple.
Je suis une personne qui a des défauts, mais ces défauts peuvent être facilement corrigés.	I am a flawed person, but these are flaws that can easily be fixed.
Chaque fois que je trouve quelque chose que j'aime, c'est trop cher.	Whenever I find something I like, it's too expensive.
Combien de temps es-tu restée ?	How long did you stay?
Peut-être que ce sera la même chose pour lui.	Maybe it will be exactly the same for him.
L'innocence est une belle chose.	Innocence is a beautiful thing.
Les humains n'ont jamais été faits pour vivre éternellement.	Humans were never meant to live forever.
Je ne veux pas perdre mes idées, même si certaines d'entre elles sont un peu extrêmes.	I don't want to lose my ideas, even though some of them are a bit extreme.
Je pense que j'ai une théorie à ce sujet.	I think I have a theory about that.
C'est intrigant.	That is intriguing.
Tu es en train de dire que tu caches intentionnellement ta beauté ?	You are saying you intentionally hide your good looks?
Je n’ai pas de compte sur ces forums.	I do not have an account in these forums.
Si quelqu'un devait demander quel est le but de l'histoire, je ne saurais vraiment pas.	If anyone was to ask what the point of the story is, I really don't know.
Je ne savais pas d'où ça venait.	I didn't know where it came from.
Je pense que le fait que j'ai vécu avec toi a influencé la façon dont tu vis.	I think my living with you has influenced your way of living.
Ce n'est pas important.	This is not important.
Je n'ai pas aimé.	I didn't like it.
Elle demande comment c’est possible.	She's asking how that's possible.
Tu ne fais que fuir les problèmes de la vie.	You're just running away from life's problems.
Si tu regardes les paroles, elles ne signifient pas vraiment grand-chose.	If you look at the lyrics, they don't really mean much.
Il y a un problème que tu ne vois pas.	There's a problem there that you don't see.
Tu peux le faire !	You can do it.
Mon prof de physique s'en fiche si je sèche les cours.	My physics teacher doesn't care if I skip classes.
J'aimerais bien pouvoir aller au Japon.	I wish I could go to Japan.
Je déteste ça quand il y a trop de gens.	I hate it when there are a lot of people.
Je dois aller au lit.	I have to go to bed.
Après ça, je pars, mais je me rends compte que j'ai oublié mon sac chez eux.	After that, I left, but then I realized that I forgot my backpack at their house.
Je ne t'en demanderai pas plus pour aujourd'hui.	I won't ask you anything else today.
Il se peut qu'il gèle la semaine prochaine.	It may freeze next week.
Même s'il s'est excusé, je suis encore en colère.	Even though he apologized, I'm still furious.
La police vous fera trouver les balles.	The police will get you to find the bullets.
Merci de m'avoir expliqué finalement pourquoi on me prend pour une imbécile.	Thanks for having explained to me at last why people take me for an idiot.
Ce n'était pas mon intention.	That wasn't my intention.
Merci pour ton explication.	Thanks for your explanation.
Théoriquement, je suis en train de faire des maths.	Theoretically, I'm doing math.
Qu'est-ce qui s'est passé ?	What happened?
Ça m'a presque fait peur de ne pas te voir connectée pendant toute une journée.	It almost scared me not to see you online for a whole day.
Je ne sais pas ce que tu veux dire.	I don't know what you mean.
Il faut bien que mon ordinateur me serve à quelque chose.	My computer has got to be useful for something.
Tu voulais me parler de liberté ?	You wanted to tell me about freedom?
Euh, là c'est vraiment bizarre...	Uh, now it's really weird...
Si je voulais te faire peur, je te raconterais ce dont j'ai rêvé il y a quelques semaines.	If I wanted to scare you, I would tell you what I dreamt about a few weeks ago.
On ne peut pas tout attendre des écoles.	One can't expect everything from schools.
Il y a beaucoup de mots que je ne comprends pas.	There are many words that I don't understand.
Je n'aime pas quand les mathématiciens qui en savent beaucoup plus que moi ne savent pas s'exprimer explicitement.	I don't like it when mathematicians who know much more than I do can't express themselves explicitly.
T'es vraiment pas bête.	You're really not stupid.
Je dois te poser une question idiote.	I need to ask you a silly question.
Je ne sais pas comment le démontrer vu que c'est trop évident !	I don't know how to demonstrate it, since it's too obvious!
J'aurais pas imaginé qu'un jour j'irais chercher « viagra » dans Wikipédia.	"I wouldn't have thought I would someday look up ""Viagra"" in Wikipedia."
Est-ce qu'on peut formuler ça d'une autre manière ?	Can it be phrased in another way?
Personne ne saura.	No one will know.
J'ai trouvé une solution, mais je l'ai trouvée tellement vite que ça peut pas être la bonne.	I found a solution, but I found it so fast that it can't be the right solution.
Ça me paraît intéressant !	It seems interesting to me.
Sauf que là, c'est pas si simple.	Except that here, it's not so simple.
Moi, j'aime bien la lumière des bougies.	I like candlelight.
Qu'est-ce que tu as répondu ?	What did you answer?
Non, c'est pas mon nouveau petit ami.	No, he's not my new boyfriend.
C'est dommage que je n'aie pas besoin de maigrir.	It's too bad that I don't need to lose weight.
T'as jamais cours ou quoi ? !	You never have class or what?!
Je vais donc jouer au Sudoku au lieu de continuer de te déranger.	I will play Sudoku then instead of continuing to bother you.
Où est le problème ?	Where is the problem?
Je ne peux qu'attendre.	I can only wait.
Ce n'est pas tellement une surprise, non ?	It's not much of a surprise, is it?
Je t'aime !	I love you.
Je ne t'aime plus.	I don't like you anymore.
Je suis curieux.	I am curious.
Félicitations.	Congratulations!
Je ne veux pas attendre aussi longtemps.	I don't want to wait that long.
Pourquoi ne viens-tu pas nous voir ?	Why don't you come visit us?
Mais la possibilité semble improbable.	But the possibility seems unlikely.
Je n'aurais pas dû me déconnecter.	I shouldn't have logged off.
C'est inévitable que j'aille en France un jour, je ne sais juste pas quand.	It is inevitable that I go to France someday, I just don't know when.
Je déteste la chimie.	I hate chemistry.
Je ne voulais pas que ça arrive.	I didn't want this to happen.
Tu devines probablement ce qui va arriver.	You can probably guess what happens though.
Avant même que tu ne le saches, tu seras dans les journaux.	Next thing you know, you'll be in the papers.
Quelles autres options ai-je ?	What other options do I have?
Je ne suis pas un grand voyageur.	I am not much of a traveller.
Je n'ai rien de mieux à faire.	I have nothing better to do.
Je ne peux pas l'expliquer non plus.	I can't explain it either.
Tout le monde a ses forces et ses faiblesses.	Everyone has strengths and weaknesses.
Mais sérieusement, l'épisode 21 m'a presque fait pleurer de rire.	Seriously though, episode 21 made me almost cry while laughing.
Ça montre seulement que tu n'es pas un robot.	It only shows you're not a robot.
Comment pourrais-je être un robot ? Les robots ne rêvent pas.	How could I be a robot? Robots don't dream.
« Je n'y ai jamais pensé », dit le vieil homme. « Que devrions-nous faire ? »	"I have never thought about it,"" said the old man. ""What should we do?"
Ce n'est pas quelque chose que n'importe qui peut faire.	It's not something anyone can do.
Je ne sais pas si je l'ai encore.	I don't know if I still have it.
Qu'est-ce que tu crois que j'étais en train de faire ?	What do you think I've been doing?
Ne sous-estime pas ma puissance.	Don't underestimate my power.
Ma maman ne parle pas très bien anglais.	My mom doesn't speak English very well.
Je ne parle pas assez bien français !	I don't speak French well enough!
Je me demandais si tu allais venir aujourd'hui.	I was wondering if you were going to show up today.
C'est là que réside le problème.	Therein lies the problem.
Comment trouves-tu de la nourriture dans l'espace ?	How do you find food in outer space?
Vous n'avez rien à faire sauf vous faire confiance.	All you can do is trust one another.
Tout le monde veut te rencontrer, tu es célèbre !	Everyone wants to meet you. You're famous!
Pourquoi es-tu désolée pour quelque chose que tu n'as pas fait ?	Why are you sorry for something you haven't done?
Je déteste absolument l'écriture formelle !	I utterly despise formal writing!
Les étrangers m'intriguent.	Foreign people intrigue me.
Quoi que je fasse, elle dit que je peux faire mieux.	Whatever I do, she says I can do better.
Qu'est-ce qui te retient éveillé si tard ?	What keeps you up so late?
Tu serais surprise de ce que tu peux apprendre en une semaine.	You'd be surprised what you can learn in a week.
Je n'ai personne qui veuille voyager avec moi.	I don't have anyone who'd travel with me.
La vie est dure, mais je suis encore plus dur.	Life is hard, but I am harder.
Supporter peut être insupportable.	Bearing can be unbearable.
Arrête ! Tu la mets mal à l'aise !	Stop it! You're making her feel uncomfortable!
Rien n'est beau que le vrai.	Nothing is beautiful but the truth.
Demain, il va alunir.	Tomorrow, he will land on the moon.
Je ne parle pas japonais.	I don't speak Japanese.
C’est un jeu de mots.	This is a pun.
Personne ne me comprend.	Nobody understands me.
J'ai appris à vivre sans elle.	I learned to live without her.
Ça ne sert plus à rien de continuer à réfléchir.	It's useless to keep on thinking any more.
J'ai trop de choses dans la tête ces jours-ci.	I have too many things on my mind these days.
Je voulais juste vérifier mes emails.	I just wanted to check my email.
Est-ce que tu as vraiment besoin de poser la question pour connaître la réponse ?	Do you really need to ask the question to know the answer?
Tu peux pas attendre de moi que je pense toujours à tout !	You can't expect me to always think of everything!
Je suppose que derrière chaque chose que l'on doit faire, il y a quelque chose que l'on veut faire...	I suppose that behind each thing we have to do, there's something we want to do...
T'as vraiment pas les bonnes priorités !	You really don't have the right priorities!
N'attends pas que les autres pensent pour toi !	Don't expect others to think for you!
Tu n'as jamais le temps pour les choses importantes !	You never have time for important things!
Ce n'est pas la peine de faire semblant de me faire croire que je crois des choses que tu ne crois pas !	It's no use pretending to make me believe that I believe things you don't believe!
Ça me prendrait trop de temps pour t'expliquer pourquoi ça ne va pas marcher.	It would take me too much time to explain to you why it's not going to work.
Je suis trop bête... J'essaie de t'expliquer des choses que je ne comprends pas moi-même.	I'm so dumb... I'm trying to explain things to you that I don't understand myself.
Arrête de me considérer comme quelqu'un de « normal » !	"Stop seeing me as a ""normal"" person!"
Tu pourrais au moins essayer d'être un peu plus poli, même si ce n'est pas dans ta nature.	You could at least try to be a bit more polite, even though it's not like you.
Il y aura toujours des choses que je n'apprendrai jamais, je n'ai pas l'éternité devant moi !	There will always be things I will never learn, I don't have eternity before me!
C'est pas possible !	It can't be!
J'aimerais pouvoir m'inquiéter plus pour mes notes mais il semblerait qu'à un certain moment de ma vie, j'ai décidé que cela n'était finalement pas si important.	I wish I could care more about my grades but it seems that, at a certain point of my life, I decided they wouldn't be so important anymore.
« Pierre qui roule n'amasse pas mousse » est un proverbe.	"""A rolling stone gathers no moss"" is a proverb."
Veux-tu quelque chose à boire ?	Would you like something to drink?
« Qui est-ce ? » « C'est ta mère. »	"Who is it?"" ""It's your mother."
« Quand vas-tu revenir ? » « Tout dépend du temps qu'il fera. »	"When will you be back?"" ""It all depends on the weather."
« Qu'est-ce qui ne va pas ? » demanda le petit lapin blanc.	"""What's the matter?"" asked the little white rabbit."
« Qu'est-ce qu'il se passe dans la grotte ? Je suis curieux. » « Je n'en ai aucune idée. »	"What's going on in the cave? I'm curious."" ""I have no idea."
Nous devons apprendre à vivre ensemble comme des frères, ou nous périrons ensemble comme des idiots.	We must learn to live together as brothers, or we will perish together as fools.
Euh... Comment ça marche ?	Uh... How's that working?
« Pour être franc, j'ai le vertige. » « Tu es un trouillard ! »	"To tell you the truth, I am scared of heights."" ""You are a coward!"
« Fais-moi confiance », dit-il.	"""Trust me,"" he said."
« C'est ce que j'étais en train de chercher », s'exclama-t-il.	"""This is what I was looking for!"" he exclaimed."
« Ça semble très intéressant », dit Hiroshi.	"""This looks pretty interesting,"" Hiroshi says."
Il se peut que leur communication soit beaucoup plus complexe que nous le pensions.	Their communication may be much more complex than we thought.
« Le téléphone sonne. » « Je vais répondre. »	"The phone is ringing."" ""I'll get it."
« C'est très gentil de votre part », répondit Willie.	"""That's very nice of you,"" Willie answered."
« Merci de m'aider. » « Il n'y a pas de quoi. »	"Thank you for helping me."" ""Don't mention it."
Un jour je courrai comme le vent.	Someday I'll run like the wind.
« Elle aime la musique. » « Moi aussi. »	"She likes music."" ""So do I."
S'il te plaît, ne pleure pas.	Please don't cry.
Fais-moi savoir s'il y a quoi que ce soit que je puisse faire.	Let me know if there is anything I can do.
Il se peut que le bonheur qui nous attend là-bas ne soit pas du tout le genre de bonheur que nous voudrions.	It may be that the happiness awaiting us is not at all the sort of happiness we would want.
C'est à toi de décider si nous allons là-bas ou non.	It is up to you to decide whether we will go there or not.
Ça ne commence pas avant huit heures trente.	It doesn't start before eight thirty.
Je veux un bateau qui m'emmènera loin d'ici.	I want a boat that will take me far away from here.
« J'ai envie de jouer aux cartes. » « Moi aussi. »	"I feel like playing cards."" ""So do I."
« Ne nous sommes-nous pas rencontrés quelque part avant ? » demanda l'étudiant.	"""Haven't we met somewhere before?"" asked the student."
Un Japonais ne ferait jamais une telle chose.	A Japanese would never do such a thing.
Allen est un poète.	Allen is a poet.
L'archer tua le cerf.	The archer killed the deer.
Le communisme ne sera jamais atteint de mon vivant.	Communism will never be reached in my lifetime.
Le seigle était appelé le grain de la pauvreté.	Rye was called the grain of poverty.
Dans les années 50, on citait les Finnois comme ayant les régimes alimentaires les moins sains du monde.	In the 1950's, the Finns were cited as having one of the least healthy diets in the world.
Si tu vois une faute alors corrige-la s'il te plaît.	If you see a mistake, then please correct it.
Place le jeu de cartes sur la table en bois de chêne.	Place the deck of cards on the oaken table.
Les Allemands sont très ingénieux.	The Germans are very crafty.
Si on ne mange pas, on meurt.	If you don't eat, you die.
"Comment épelles-tu ""pretty"" ?"	"How do you spell ""pretty""?"
Et si nous retournions à la maison ?	Why don't we go home?
Je m'excuse, je ne peux pas rester longtemps.	I'm sorry, I can't stay long.
10 ans est une longue période à attendre.	Ten years is a long time to wait.
« Pourquoi tu n'y vas pas ? » « Parce que je ne veux pas. »	"Why aren't you going?"" ""Because I don't want to."
Un million de personnes ont perdu la vie pendant la guerre.	One million people lost their lives in the war.
Je suis venu à Tokyo il y a trois ans et ai vécu ici depuis.	I came to Tokyo three years ago and have been living here ever since.
J'ai vécu plus d'un mois à Nagoya.	I lived for more than a month in Nagoya.
Ce n'est pas rare du tout de vivre plus de 90 ans.	It is not rare at all to live over ninety years.
D'abord, je vais faire un schéma de mon nouveau site internet.	First, I'm going to do an outline of my new website.
La démocratie est la pire forme de gouvernement, mis à part toutes les autres que l'on a essayées.	Democracy is the worst form of government, except all the others that have been tried.
Quand on commence à ressembler à la photo de son passeport, on devrait partir en vacances.	When you're beginning to look like the photo in your passport, you should go on a holiday.
C'était pas moi, commissaire !	It wasn't me, commissioner!
Oh, mon pantalon blanc ! Il était neuf.	Oh, my white pants! And they were new.
Avec autant de personnes autour de lui, il devint naturellement un peu nerveux.	With so many people around he naturally became a bit nervous.
En quittant la gare, j'ai vu un homme.	When I left the train station, I saw a man.
Et personne ne vous a aidé ?	And no one helped you?
T'es un ange !	You're an angel!
Ils sont fous ces Madrilènes.	People from Madrid are weird.
Eh bien, la nuit est très longue, n'est-ce pas ?	Well, the night is quite long, isn't it?
T'as eu de la chance parce qu'il ne t'a pas mordu.	You're lucky because he didn't bite you.
Je t'ai manqué ?	Did you miss me?
Sont-ils tous identiques ?	Are they all the same?
Merci beaucoup !	Thank you very much!
S'il vous plaît, où sont les œufs ?	Where are the eggs, please?
Je le prends.	I'll take him.
C'est une surprise.	It's a surprise.
C’est une bonne idée !	That's a good idea!
Aller-retour ? Aller simple seulement.	Round trip? Only one-way.
C'est dommage quand quelqu'un meurt.	It's a pity when somebody dies.
Ils restèrent bouche bée.	They were left speechless.
Putain ! C'est pas mal !	Damn! It's not bad!
Remettre en forme après lavage.	Pull into shape after washing.
Laver avant de porter pour la première fois.	Wash before first wearing.
Ne pas ouvrir avant l'arrêt du train.	Don't open before the train stops.
Ceux qui habitent des maisons de verre ne devraient pas lancer de pierres.	Those who live in glass houses should not throw stones.
On dit que l'amour est aveugle.	They say love is blind.
Oh, je suis désolée.	Oh, I'm sorry.
Les maths sont comme l'amour - une idée simple, mais ça peut devenir compliqué.	Math is like love: a simple idea, but it can get complicated.
Les seules réponses utiles sont celles qui posent de nouvelles questions.	The only useful answers are those that raise new questions.
Douter de soi est le premier signe d'intelligence.	To have doubts about oneself is the first sign of intelligence.
Un pauvre n'est pas celui qui a trop peu, mais celui qui veut trop.	Poor is not the one who has too little, but the one who wants too much.
Vu que tu n'es pas surpris, je pense que tu étais au courant.	Seeing that you're not surprised, I think you must have known.
Combien de temps cela prend-il pour arriver à la station ?	How long does it take to get to the station?
Ça sera un bon souvenir de mon voyage à travers les États-Unis.	This will be a good souvenir of my trip around the United States.
Excusez-moi, permettez-moi de signaler trois erreurs dans l'article ci-dessus.	Excuse me; allow me to point out three errors in the above article.
C'est difficile d'entretenir une conversation avec quelqu'un qui ne dit que « oui » et « non ».	"It is difficult to keep up a conversation with someone who only says ""yes"" and ""no""."
Est-ce que tu parles italien ?	Do you speak Italian?
"""Je ne peux pas réfléchir avec ce bruit"", dit-elle, en fixant des yeux la machine à écrire."	"""I can't think with that noise,"" she said, as she stared at the typewriter."
"On dit que ""Hamlet"" est la pièce la plus intéressante qui ait jamais été écrite."	"It is said that ""Hamlet"" is the most interesting play ever written."
« Maman, est-ce que je peux manger un biscuit ? » « Non. Il ne faut pas manger entre les repas. »	"Mom, please can I have a biscuit?"" ""No, you can't; you shouldn't eat between meals."
Puis-je poser une question ?	May I ask a question?
Comment te sens-tu ? demanda-t-il.	"""How do you feel?"" he inquired."
C'est assez difficile de maîtriser le français en 2, 3 ans.	It's quite difficult to master French in 2 or 3 years.
C'est impossible pour moi de te l'expliquer.	It's impossible for me to explain it to you.
Je ne veux pas passer le reste de ma vie à le regretter.	I don't want to spend the rest of my life regretting it.
Ça serait marrant de voir comment les choses changent au fil des ans.	It would be fun to see how things change over the years.
Je ne l'aurais jamais deviné.	I would never have guessed that.
L'imagination affecte tous les aspects de notre vie.	Imagination affects every aspect of our lives.
Tu m'oublieras un jour.	You'll forget about me someday.
C'est assez inattendu.	That is rather unexpected.
Je me demande combien de temps ça va prendre.	I wonder how long it's going to take.
Je ne peux pas vivre sans télé.	I can't live without a TV.
Je n'aurais pas pu le faire sans toi. Merci.	I couldn't have done it without you. Thank you.
Rien n'est accompli sans effort.	Nothing is achieved without effort.
Beaucoup de gens vagabondent à travers la vie sans but.	Many people drift through life without a purpose.
Une vie sans amour n'a absolument aucun sens.	Life without love is just totally pointless.
Faites-moi savoir si j'ai besoin de faire des changements.	Let me know if I need to make any changes.
Je pense que les examens ruinent l'éducation.	I think exams are ruining education.
Nous ne pouvons pas dormir à cause du bruit.	We can't sleep because of the noise.
Est-ce que tu as un préservatif ?	Do you have a condom?
"""Un chat ?"" demanda le vieil homme."	"""A cat?"" asked the old man."
Fais tout ce qu'il te dit.	Do whatever he tells you.
Je peux aller à l'école à pied en 10 minutes.	I can walk to school in 10 minutes.
Cela m'a pris plus de 2 heures pour traduire quelques pages d'anglais.	It took me more than two hours to translate a few pages of English.
Il est déjà 11 heures.	It is already eleven.
Puis-je parler à Mlle Brown ?	May I talk to Ms. Brown?
"""Oui, du jus d'orange s'il vous plait"", dit Mike."	"""Yes, orange juice please,"" says Mike."
"""Ah !"" est une interjection."	"""Ah!"" is an interjection."
Que veux-tu ?	What do you want?
Le caractère obligatoire de la scolarité est rarement analysé dans la multitude d'ouvrages consacrés à l'étude des divers moyens de développer chez les enfants un désir d'apprendre.	The mandatory character of schooling is rarely analyzed in the multitude of works dedicated to the study of the various ways to develop within children the desire to learn.
Tu crains mon vieux ! Je dois tout te dire !	You suck dude! I have to tell you everything!
On a un compte à régler.	I have a bone to pick with you.
As-tu besoin que je te donne de l'argent ?	Do you need me to give you some money?
Paris est la ville la plus belle du monde.	Paris is the most beautiful city in the world.
J'ai toujours pensé qu'avoir une crise cardiaque est la manière qu'a la nature de te dire que tu dois mourir.	I always thought that having a heart attack was the way nature told you to die.
Eh, j'ai peut-être pas d'argent, mais j'ai toujours ma fierté.	Hey, I may have no money, but I still have my pride.
J'ai un rêve.	I have a dream.
C'est mon amie Rachel, nous sommes allées au lycée ensemble.	This is my friend Rachel. We went to high school together.
Le coût de la vie a augmenté radicalement.	The cost of life increased drastically.
Tout ce qui est inventé est vrai.	All that which is invented, is true.
Se surprendre, s'étonner, c'est commencer à comprendre.	To be surprised, to wonder, is to begin to understand.
Pas de doute : l'univers est infini.	There's no doubt: the universe is infinite.
Il ne lui manquait qu'un seul défaut pour être parfaite.	To be perfect she lacked just one defect.
Et pourtant, le contraire aussi est toujours vrai.	And yet, the contrary is always true as well.
Nous ne voyons pas les choses comme elles sont, mais comme nous sommes.	We don't see things as they are, but as we are.
Le monde est une cage à fous.	The world is a den of crazies.
"Aucun écolier ne se plaint jamais d'avoir ""mal au lobe frontal de l'hémisphère gauche"" !"	No student has ever complained of pains in the front lobe of the left side of the brain.
Tu m'as ouvert les yeux sur ce que c'est, lorsque tout va bien.	You opened up my eyes to what it's like when everything is right.
Tu m'as trouvée où personne ne cherchait.	You found me where no one else was looking.
Tu es à mes côtés, maintenant tout va bien.	You're by my side; everything's fine now.
Comment ça, tu ne sais pas ? !	What do you mean you don't know?!
T'as l'air stupide.	You look stupid.
Je pense que j'vais aller dormir.	I think I'm gonna go to sleep.
Je m'appelle Jack.	My name is Jack.
Ça me plaît beaucoup.	I like it very much.
On se voit demain ?	We're meeting up tomorrow?
Comment est-ce qu'on dit ça en italien ?	How do you say that in Italian?
Je dois aller faire les courses, je reviens dans une heure.	I have to go shopping. I'll be back in an hour.
Tu n'es pas assez rapide.	You're not fast enough.
C'est loin d'ici ?	Is it far from here?
Ce ne sont pas mes affaires !	These things aren't mine!
Merci, c'est tout.	Thanks, that's all.
Veux-tu danser avec moi ?	Do you want to dance with me?
Quelle heure est-il ?	What time is it?
Tu viens d'où ?	Where do you come from?
Comment est-ce que tu t'appelles ?	What is your name?
L'Italie est un très beau pays.	Italy is a very beautiful country.
Ce n'est pas ma faute !	It's not my fault!
J’aimerais rester pour une nuit.	I'd like to stay for one night.
Pourriez-vous composer le numéro pour moi ? Le téléphone est placé trop haut.	Could you dial for me? The telephone is too high.
Est-ce qu'il y a une auberge de jeunesse près d'ici ?	Is there a youth hostel near here?
Où sont les douches ?	Where are the showers?
Ouvrez la bouche !	Open your mouth!
C'est grave ?	Is it bad?
J'ai perdu mon portefeuille.	I have lost my wallet.
L'amour n'est jamais un gaspillage.	Love is never wasted.
La vie c'est ce qui se passe pendant que tu es occupé à faire d'autres plans.	Life is what happens to you while you're busy making other plans.
Ne pas désirer équivaut à posséder.	Not wanting is the same as having.
Il est très sexy.	He's very sexy.
